snapshot_id,snapshot_date,product_id,plant_id,stock_qty,reorder_level
129,2025-02-01,9,3,100,52
130,2025-02-01,10,3,116,31
131,2025-02-01,11,3,42,52
132,2025-02-01,12,3,172,53
133,2025-02-01,13,3,147,35
134,2025-02-01,14,3,51,20
135,2025-02-01,15,3,40,20
136,2025-02-01,16,3,114,43
137,2025-02-01,17,3,65,57
138,2025-02-01,18,3,103,47
139,2025-02-01,19,3,26,24
140,2025-02-01,20,3,128,29
141,2025-02-01,21,3,128,34
142,2025-02-01,22,3,95,34
143,2025-02-01,23,3,29,22
144,2025-02-01,24,3,154,47
145,2025-03-01,1,1,66,30
146,2025-03-01,2,1,52,46
147,2025-03-01,3,1,155,46
148,2025-03-01,4,1,51,60
149,2025-03-01,5,1,122,38
150,2025-03-01,6,1,87,50
151,2025-03-01,7,1,37,33
152,2025-03-01,8,1,103,50
153,2025-03-01,9,1,83,52
154,2025-03-01,10,1,52,31
155,2025-03-01,11,1,52,52
156,2025-03-01,12,1,61,53
157,2025-03-01,13,1,146,35
158,2025-03-01,14,1,63,20
159,2025-03-01,15,1,102,20
160,2025-03-01,16,1,158,43
161,2025-03-01,17,1,75,57
162,2025-03-01,18,1,66,47
163,2025-03-01,19,1,30,24
164,2025-03-01,20,1,35,29
165,2025-03-01,21,1,66,34
166,2025-03-01,22,1,51,34
167,2025-03-01,23,1,105,22
168,2025-03-01,24,1,114,47
169,2025-03-01,1,2,146,30
170,2025-03-01,2,2,139,46
171,2025-03-01,3,2,107,46
172,2025-03-01,4,2,36,60
173,2025-03-01,5,2,65,38
174,2025-03-01,6,2,165,50
175,2025-03-01,7,2,140,33
176,2025-03-01,8,2,96,50
177,2025-03-01,9,2,153,52
178,2025-03-01,10,2,50,31
179,2025-03-01,11,2,50,52
180,2025-03-01,12,2,129,53
181,2025-03-01,13,2,133,35
182,2025-03-01,14,2,74,20
183,2025-03-01,15,2,82,20
184,2025-03-01,16,2,117,43
185,2025-03-01,17,2,172,57
186,2025-03-01,18,2,155,47
187,2025-03-01,19,2,30,24
188,2025-03-01,20,2,68,29
189,2025-03-01,21,2,51,34
190,2025-03-01,22,2,102,34
191,2025-03-01,23,2,97,22
192,2025-03-01,24,2,82,47
193,2025-03-01,1,3,47,30
194,2025-03-01,2,3,144,46
195,2025-03-01,3,3,138,46
196,2025-03-01,4,3,35,60
197,2025-03-01,5,3,86,38
198,2025-03-01,6,3,137,50
199,2025-03-01,7,3,49,33
200,2025-03-01,8,3,141,50
201,2025-03-01,9,3,55,52
202,2025-03-01,10,3,64,31
203,2025-03-01,11,3,64,52
204,2025-03-01,12,3,94,53
205,2025-03-01,13,3,117,35
206,2025-03-01,14,3,51,20
207,2025-03-01,15,3,129,20
208,2025-03-01,16,3,117,43
209,2025-03-01,17,3,110,57
210,2025-03-01,18,3,79,47
211,2025-03-01,19,3,25,24
212,2025-03-01,20,3,125,29
213,2025-03-01,21,3,137,34
214,2025-03-01,22,3,149,34
215,2025-03-01,23,3,39,22
216,2025-03-01,24,3,64,47
217,2025-04-01,1,1,48,30
218,2025-04-01,2,1,58,46
219,2025-04-01,3,1,96,46
220,2025-04-01,4,1,41,60
221,2025-04-01,5,1,61,38
222,2025-04-01,6,1,53,50
223,2025-04-01,7,1,115,33
224,2025-04-01,8,1,107,50
225,2025-04-01,9,1,152,52
226,2025-04-01,10,1,49,31
227,2025-04-01,11,1,31,52
228,2025-04-01,12,1,164,53
229,2025-04-01,13,1,50,35
230,2025-04-01,14,1,103,20
231,2025-04-01,15,1,56,20
232,2025-04-01,16,1,59,43
233,2025-04-01,17,1,95,57
234,2025-04-01,18,1,115,47
235,2025-04-01,19,1,20,24
236,2025-04-01,20,1,79,29
237,2025-04-01,21,1,97,34
238,2025-04-01,22,1,147,34
239,2025-04-01,23,1,50,22
240,2025-04-01,24,1,126,47
241,2025-04-01,1,2,51,30
242,2025-04-01,2,2,69,46
243,2025-04-01,3,2,69,46
244,2025-04-01,4,2,59,60
245,2025-04-01,5,2,63,38
246,2025-04-01,6,2,140,50
247,2025-04-01,7,2,128,33
248,2025-04-01,8,2,120,50
249,2025-04-01,9,2,148,52
250,2025-04-01,10,2,36,31
251,2025-04-01,11,2,65,52
252,2025-04-01,12,2,143,53
253,2025-04-01,13,2,99,35
254,2025-04-01,14,2,131,20
255,2025-04-01,15,2,115,20
256,2025-04-01,16,2,142,43
257,2025-04-01,17,2,64,57
258,2025-04-01,18,2,148,47
259,2025-04-01,19,2,0,24
260,2025-04-01,20,2,78,29
261,2025-04-01,21,2,93,34
262,2025-04-01,22,2,144,34
263,2025-04-01,23,2,30,22
264,2025-04-01,24,2,97,47
265,2025-04-01,1,3,127,30
266,2025-04-01,2,3,118,46
267,2025-04-01,3,3,68,46
268,2025-04-01,4,3,49,60
269,2025-04-01,5,3,70,38
270,2025-04-01,6,3,139,50
271,2025-04-01,7,3,110,33
272,2025-04-01,8,3,90,50
273,2025-04-01,9,3,147,52
274,2025-04-01,10,3,36,31
275,2025-04-01,11,3,42,52
276,2025-04-01,12,3,102,53
277,2025-04-01,13,3,54,35
278,2025-04-01,14,3,59,20
279,2025-04-01,15,3,112,20
280,2025-04-01,16,3,158,43
281,2025-04-01,17,3,94,57
282,2025-04-01,18,3,151,47
283,2025-04-01,19,3,32,24
284,2025-04-01,20,3,131,29
285,2025-04-01,21,3,104,34
286,2025-04-01,22,3,96,34
287,2025-04-01,23,3,95,22
288,2025-04-01,24,3,59,47
289,2025-05-01,1,1,99,30
290,2025-05-01,2,1,122,46
291,2025-05-01,3,1,53,46
292,2025-05-01,4,1,67,60
293,2025-05-01,5,1,114,38
294,2025-05-01,6,1,144,50
295,2025-05-01,7,1,74,33
296,2025-05-01,8,1,116,50
297,2025-05-01,9,1,91,52
298,2025-05-01,10,1,68,31
299,2025-05-01,11,1,66,52
300,2025-05-01,12,1,120,53
301,2025-05-01,13,1,132,35
302,2025-05-01,14,1,91,20
303,2025-05-01,15,1,44,20
304,2025-05-01,16,1,51,43
305,2025-05-01,17,1,135,57
306,2025-05-01,18,1,151,47
307,2025-05-01,19,1,20,24
308,2025-05-01,20,1,54,29
309,2025-05-01,21,1,79,34
310,2025-05-01,22,1,42,34
311,2025-05-01,23,1,62,22
312,2025-05-01,24,1,131,47
313,2025-05-01,1,2,83,30
314,2025-05-01,2,2,59,46
315,2025-05-01,3,2,157,46
316,2025-05-01,4,2,39,60
317,2025-05-01,5,2,121,38
318,2025-05-01,6,2,59,50
319,2025-05-01,7,2,113,33
320,2025-05-01,8,2,154,50
321,2025-05-01,9,2,155,52
322,2025-05-01,10,2,128,31
323,2025-05-01,11,2,55,52
324,2025-05-01,12,2,117,53
325,2025-05-01,13,2,114,35
326,2025-05-01,14,2,22,20
327,2025-05-01,15,2,107,20
328,2025-05-01,16,2,125,43
329,2025-05-01,17,2,147,57
330,2025-05-01,18,2,103,47
331,2025-05-01,19,2,30,24
332,2025-05-01,20,2,95,29
333,2025-05-01,21,2,99,34
334,2025-05-01,22,2,83,34
335,2025-05-01,23,2,134,22
336,2025-05-01,24,2,98,47
337,2025-05-01,1,3,39,30
338,2025-05-01,2,3,74,46
339,2025-05-01,3,3,49,46
340,2025-05-01,4,3,38,60
341,2025-05-01,5,3,122,38
342,2025-05-01,6,3,105,50
343,2025-05-01,7,3,38,33
344,2025-05-01,8,3,81,50
345,2025-05-01,9,3,87,52
346,2025-05-01,10,3,121,31
347,2025-05-01,11,3,64,52
348,2025-05-01,12,3,157,53
349,2025-05-01,13,3,86,35
350,2025-05-01,14,3,112,20
351,2025-05-01,15,3,74,20
352,2025-05-01,16,3,101,43
353,2025-05-01,17,3,159,57
354,2025-05-01,18,3,77,47
355,2025-05-01,19,3,25,24
356,2025-05-01,20,3,78,29
357,2025-05-01,21,3,75,34
358,2025-05-01,22,3,96,34
359,2025-05-01,23,3,51,22
360,2025-05-01,24,3,127,47
361,2025-06-01,1,1,147,30
362,2025-06-01,2,1,129,46
363,2025-06-01,3,1,56,46
364,2025-06-01,4,1,37,60
365,2025-06-01,5,1,99,38
366,2025-06-01,6,1,72,50
367,2025-06-01,7,1,95,33
368,2025-06-01,8,1,97,50
369,2025-06-01,9,1,143,52
370,2025-06-01,10,1,108,31
371,2025-06-01,11,1,40,52
372,2025-06-01,12,1,152,53
373,2025-06-01,13,1,92,35
374,2025-06-01,14,1,100,20
375,2025-06-01,15,1,100,20
376,2025-06-01,16,1,140,43
377,2025-06-01,17,1,136,57
378,2025-06-01,18,1,132,47
379,2025-06-01,19,1,38,24
380,2025-06-01,20,1,118,29
381,2025-06-01,21,1,138,34
382,2025-06-01,22,1,121,34
383,2025-06-01,23,1,55,22
384,2025-06-01,24,1,78,47
385,2025-06-01,1,2,91,30
386,2025-06-01,2,2,163,46
387,2025-06-01,3,2,109,46
388,2025-06-01,4,2,59,60
389,2025-06-01,5,2,77,38
390,2025-06-01,6,2,128,50
391,2025-06-01,7,2,81,33
392,2025-06-01,8,2,155,50
393,2025-06-01,9,2,119,52
394,2025-06-01,10,2,122,31
395,2025-06-01,11,2,27,52
396,2025-06-01,12,2,73,53
397,2025-06-01,13,2,75,35
398,2025-06-01,14,2,45,20
399,2025-06-01,15,2,59,20
400,2025-06-01,16,2,155,43
401,2025-06-01,17,2,107,57
402,2025-06-01,18,2,138,47
403,2025-06-01,19,2,9,24
404,2025-06-01,20,2,40,29
405,2025-06-01,21,2,104,34
406,2025-06-01,22,2,56,34
407,2025-06-01,23,2,32,22
408,2025-06-01,24,2,113,47
409,2025-06-01,1,3,68,30
410,2025-06-01,2,3,125,46
411,2025-06-01,3,3,166,46
412,2025-06-01,4,3,59,60
413,2025-06-01,5,3,133,38
414,2025-06-01,6,3,145,50
415,2025-06-01,7,3,92,33
416,2025-06-01,8,3,63,50
417,2025-06-01,9,3,73,52
418,2025-06-01,10,3,121,31
419,2025-06-01,11,3,54,52
420,2025-06-01,12,3,79,53
421,2025-06-01,13,3,121,35
422,2025-06-01,14,3,62,20
423,2025-06-01,15,3,67,20
424,2025-06-01,16,3,125,43
425,2025-06-01,17,3,131,57
426,2025-06-01,18,3,134,47
427,2025-06-01,19,3,12,24
428,2025-06-01,20,3,62,29
429,2025-06-01,21,3,44,34
430,2025-06-01,22,3,37,34
431,2025-06-01,23,3,63,22
432,2025-06-01,24,3,112,47
433,2025-07-01,1,1,62,30
434,2025-07-01,2,1,166,46
435,2025-07-01,3,1,154,46
436,2025-07-01,4,1,44,60
437,2025-07-01,5,1,153,38
438,2025-07-01,6,1,137,50
439,2025-07-01,7,1,97,33
440,2025-07-01,8,1,75,50
441,2025-07-01,9,1,82,52
442,2025-07-01,10,1,107,31
443,2025-07-01,11,1,44,52
444,2025-07-01,12,1,144,53
445,2025-07-01,13,1,83,35
446,2025-07-01,14,1,40,20
447,2025-07-01,15,1,140,20
448,2025-07-01,16,1,93,43
449,2025-07-01,17,1,116,57
450,2025-07-01,18,1,98,47
451,2025-07-01,19,1,27,24
452,2025-07-01,20,1,87,29
453,2025-07-01,21,1,112,34
454,2025-07-01,22,1,119,34
455,2025-07-01,23,1,57,22
456,2025-07-01,24,1,132,47
457,2025-07-01,1,2,52,30
458,2025-07-01,2,2,131,46
459,2025-07-01,3,2,95,46
460,2025-07-01,4,2,74,60
461,2025-07-01,5,2,72,38
462,2025-07-01,6,2,62,50
463,2025-07-01,7,2,57,33
464,2025-07-01,8,2,77,50
465,2025-07-01,9,2,56,52
466,2025-07-01,10,2,75,31
467,2025-07-01,11,2,67,52
468,2025-07-01,12,2,172,53
469,2025-07-01,13,2,146,35
470,2025-07-01,14,2,110,20
471,2025-07-01,15,2,67,20
472,2025-07-01,16,2,45,43
473,2025-07-01,17,2,66,57
474,2025-07-01,18,2,111,47
475,2025-07-01,19,2,37,24
476,2025-07-01,20,2,34,29
477,2025-07-01,21,2,84,34
478,2025-07-01,22,2,111,34
479,2025-07-01,23,2,78,22
480,2025-07-01,24,2,136,47
481,2025-07-01,1,3,87,30
482,2025-07-01,2,3,76,46
483,2025-07-01,3,3,46,46
484,2025-07-01,4,3,69,60
485,2025-07-01,5,3,56,38
486,2025-07-01,6,3,62,50
487,2025-07-01,7,3,72,33
488,2025-07-01,8,3,74,50
489,2025-07-01,9,3,110,52
490,2025-07-01,10,3,78,31
491,2025-07-01,11,3,27,52
492,2025-07-01,12,3,100,53
493,2025-07-01,13,3,56,35
494,2025-07-01,14,3,37,20
495,2025-07-01,15,3,93,20
496,2025-07-01,16,3,144,43
497,2025-07-01,17,3,173,57
498,2025-07-01,18,3,152,47
499,2025-07-01,19,3,27,24
500,2025-07-01,20,3,96,29
501,2025-07-01,21,3,141,34
502,2025-07-01,22,3,40,34
503,2025-07-01,23,3,61,22
504,2025-07-01,24,3,71,47
505,2025-08-01,1,1,83,30
506,2025-08-01,2,1,97,46
507,2025-08-01,3,1,158,46
508,2025-08-01,4,1,70,60
509,2025-08-01,5,1,69,38
510,2025-08-01,6,1,78,50
511,2025-08-01,7,1,106,33
512,2025-08-01,8,1,152,50
513,2025-08-01,9,1,157,52
514,2025-08-01,10,1,138,31
515,2025-08-01,11,1,64,52
516,2025-08-01,12,1,171,53
517,2025-08-01,13,1,94,35
518,2025-08-01,14,1,133,20
519,2025-08-01,15,1,121,20
520,2025-08-01,16,1,45,43
521,2025-08-01,17,1,141,57
522,2025-08-01,18,1,121,47
523,2025-08-01,19,1,4,24
524,2025-08-01,20,1,39,29
525,2025-08-01,21,1,89,34
526,2025-08-01,22,1,149,34
527,2025-08-01,23,1,128,22
528,2025-08-01,24,1,142,47
529,2025-08-01,1,2,127,30
530,2025-08-01,2,2,130,46
531,2025-08-01,3,2,70,46
532,2025-08-01,4,2,44,60
533,2025-08-01,5,2,45,38
534,2025-08-01,6,2,113,50
535,2025-08-01,7,2,137,33
536,2025-08-01,8,2,117,50
537,2025-08-01,9,2,129,52
538,2025-08-01,10,2,99,31
539,2025-08-01,11,2,66,52
540,2025-08-01,12,2,115,53
541,2025-08-01,13,2,95,35
542,2025-08-01,14,2,106,20
543,2025-08-01,15,2,122,20
544,2025-08-01,16,2,129,43
545,2025-08-01,17,2,100,57
546,2025-08-01,18,2,66,47
547,2025-08-01,19,2,17,24
548,2025-08-01,20,2,48,29
549,2025-08-01,21,2,79,34
550,2025-08-01,22,2,70,34
551,2025-08-01,23,2,60,22
552,2025-08-01,24,2,128,47
553,2025-08-01,1,3,110,30
554,2025-08-01,2,3,47,46
555,2025-08-01,3,3,159,46
556,2025-08-01,4,3,39,60
557,2025-08-01,5,3,123,38
558,2025-08-01,6,3,58,50
559,2025-08-01,7,3,56,33
560,2025-08-01,8,3,115,50
561,2025-08-01,9,3,64,52
562,2025-08-01,10,3,117,31
563,2025-08-01,11,3,39,52
564,2025-08-01,12,3,99,53
565,2025-08-01,13,3,69,35
566,2025-08-01,14,3,65,20
567,2025-08-01,15,3,27,20
568,2025-08-01,16,3,63,43
569,2025-08-01,17,3,61,57
570,2025-08-01,18,3,121,47
571,2025-08-01,19,3,31,24
572,2025-08-01,20,3,64,29
573,2025-08-01,21,3,121,34
574,2025-08-01,22,3,135,34
575,2025-08-01,23,3,105,22
576,2025-08-01,24,3,98,47
577,2025-09-01,1,1,50,30
578,2025-09-01,2,1,50,46
579,2025-09-01,3,1,59,46
580,2025-09-01,4,1,49,60
581,2025-09-01,5,1,157,38
582,2025-09-01,6,1,95,50
583,2025-09-01,7,1,101,33
584,2025-09-01,8,1,82,50
585,2025-09-01,9,1,104,52
586,2025-09-01,10,1,56,31
587,2025-09-01,11,1,39,52
588,2025-09-01,12,1,146,53
589,2025-09-01,13,1,102,35
590,2025-09-01,14,1,74,20
591,2025-09-01,15,1,30,20
592,2025-09-01,16,1,84,43
593,2025-09-01,17,1,162,57
594,2025-09-01,18,1,75,47
595,2025-09-01,19,1,13,24
596,2025-09-01,20,1,93,29
597,2025-09-01,21,1,39,34
598,2025-09-01,22,1,127,34
599,2025-09-01,23,1,67,22
600,2025-09-01,24,1,124,47
601,2025-09-01,1,2,98,30
602,2025-09-01,2,2,127,46
603,2025-09-01,3,2,126,46
604,2025-09-01,4,2,46,60
605,2025-09-01,5,2,40,38
606,2025-09-01,6,2,140,50
607,2025-09-01,7,2,80,33
608,2025-09-01,8,2,113,50
609,2025-09-01,9,2,113,52
610,2025-09-01,10,2,51,31
611,2025-09-01,11,2,55,52
612,2025-09-01,12,2,156,53
613,2025-09-01,13,2,37,35
614,2025-09-01,14,2,136,20
615,2025-09-01,15,2,55,20
616,2025-09-01,16,2,129,43
617,2025-09-01,17,2,64,57
618,2025-09-01,18,2,74,47
619,2025-09-01,19,2,39,24
620,2025-09-01,20,2,97,29
621,2025-09-01,21,2,111,34
622,2025-09-01,22,2,150,34
623,2025-09-01,23,2,36,22
624,2025-09-01,24,2,86,47
625,2025-09-01,1,3,79,30
626,2025-09-01,2,3,72,46
627,2025-09-01,3,3,166,46
628,2025-09-01,4,3,64,60
629,2025-09-01,5,3,157,38
630,2025-09-01,6,3,139,50
631,2025-09-01,7,3,134,33
632,2025-09-01,8,3,96,50
633,2025-09-01,9,3,53,52
634,2025-09-01,10,3,147,31
635,2025-09-01,11,3,49,52
636,2025-09-01,12,3,75,53
637,2025-09-01,13,3,113,35
638,2025-09-01,14,3,53,20
639,2025-09-01,15,3,97,20
640,2025-09-01,16,3,46,43
641,2025-09-01,17,3,153,57
642,2025-09-01,18,3,95,47
643,2025-09-01,19,3,10,24
644,2025-09-01,20,3,52,29
645,2025-09-01,21,3,153,34
646,2025-09-01,22,3,102,34
647,2025-09-01,23,3,86,22
648,2025-09-01,24,3,159,47
649,2025-10-01,1,1,82,30
650,2025-10-01,2,1,72,46
651,2025-10-01,3,1,74,46
652,2025-10-01,4,1,67,60
653,2025-10-01,5,1,109,38
654,2025-10-01,6,1,86,50
655,2025-10-01,7,1,132,33
656,2025-10-01,8,1,107,50
657,2025-10-01,9,1,146,52
658,2025-10-01,10,1,129,31
659,2025-10-01,11,1,50,52
660,2025-10-01,12,1,169,53
661,2025-10-01,13,1,45,35
662,2025-10-01,14,1,50,20
663,2025-10-01,15,1,71,20
664,2025-10-01,16,1,119,43
665,2025-10-01,17,1,79,57
666,2025-10-01,18,1,92,47
667,2025-10-01,19,1,34,24
668,2025-10-01,20,1,114,29
669,2025-10-01,21,1,138,34
670,2025-10-01,22,1,144,34
671,2025-10-01,23,1,68,22
672,2025-10-01,24,1,120,47
673,2025-10-01,1,2,46,30
674,2025-10-01,2,2,49,46
675,2025-10-01,3,2,162,46
676,2025-10-01,4,2,62,60
677,2025-10-01,5,2,112,38
678,2025-10-01,6,2,146,50
679,2025-10-01,7,2,36,33
680,2025-10-01,8,2,135,50
681,2025-10-01,9,2,146,52
682,2025-10-01,10,2,57,31
683,2025-10-01,11,2,33,52
684,2025-10-01,12,2,80,53
685,2025-10-01,13,2,153,35
686,2025-10-01,14,2,88,20
687,2025-10-01,15,2,86,20
688,2025-10-01,16,2,90,43
689,2025-10-01,17,2,171,57
690,2025-10-01,18,2,112,47
691,2025-10-01,19,2,18,24
692,2025-10-01,20,2,44,29
693,2025-10-01,21,2,54,34
694,2025-10-01,22,2,64,34
695,2025-10-01,23,2,106,22
696,2025-10-01,24,2,101,47
697,2025-10-01,1,3,108,30
698,2025-10-01,2,3,128,46
699,2025-10-01,3,3,105,46
700,2025-10-01,4,3,66,60
701,2025-10-01,5,3,134,38
702,2025-10-01,6,3,74,50
703,2025-10-01,7,3,116,33
704,2025-10-01,8,3,77,50
705,2025-10-01,9,3,84,52
706,2025-10-01,10,3,54,31
707,2025-10-01,11,3,54,52
708,2025-10-01,12,3,158,53
709,2025-10-01,13,3,83,35
710,2025-10-01,14,3,48,20
711,2025-10-01,15,3,82,20
712,2025-10-01,16,3,104,43
713,2025-10-01,17,3,90,57
714,2025-10-01,18,3,52,47
715,2025-10-01,19,3,34,24
716,2025-10-01,20,3,138,29
717,2025-10-01,21,3,92,34
718,2025-10-01,22,3,60,34
719,2025-10-01,23,3,26,22
720,2025-10-01,24,3,148,47
721,2025-11-01,1,1,135,30
722,2025-11-01,2,1,89,46
723,2025-11-01,3,1,121,46
724,2025-11-01,4,1,63,60
725,2025-11-01,5,1,140,38
726,2025-11-01,6,1,88,50
727,2025-11-01,7,1,127,33
728,2025-11-01,8,1,67,50
729,2025-11-01,9,1,145,52
730,2025-11-01,10,1,59,31
731,2025-11-01,11,1,37,52
732,2025-11-01,12,1,101,53
733,2025-11-01,13,1,53,35
734,2025-11-01,14,1,70,20
735,2025-11-01,15,1,24,20
736,2025-11-01,16,1,43,43
737,2025-11-01,17,1,156,57
738,2025-11-01,18,1,132,47
739,2025-11-01,19,1,37,24
740,2025-11-01,20,1,66,29
741,2025-11-01,21,1,107,34
742,2025-11-01,22,1,140,34
743,2025-11-01,23,1,80,22
744,2025-11-01,24,1,72,47
745,2025-11-01,1,2,92,30
746,2025-11-01,2,2,75,46
747,2025-11-01,3,2,157,46
748,2025-11-01,4,2,70,60
749,2025-11-01,5,2,141,38
750,2025-11-01,6,2,147,50
751,2025-11-01,7,2,94,33
752,2025-11-01,8,2,136,50
753,2025-11-01,9,2,59,52
754,2025-11-01,10,2,34,31
755,2025-11-01,11,2,50,52
756,2025-11-01,12,2,170,53
757,2025-11-01,13,2,140,35
758,2025-11-01,14,2,36,20
759,2025-11-01,15,2,83,20
760,2025-11-01,16,2,85,43
761,2025-11-01,17,2,116,57
762,2025-11-01,18,2,92,47
763,2025-11-01,19,2,24,24
764,2025-11-01,20,2,101,29
765,2025-11-01,21,2,114,34
766,2025-11-01,22,2,91,34
767,2025-11-01,23,2,98,22
768,2025-11-01,24,2,138,47
769,2025-11-01,1,3,118,30
770,2025-11-01,2,3,55,46
771,2025-11-01,3,3,156,46
772,2025-11-01,4,3,51,60
773,2025-11-01,5,3,134,38
774,2025-11-01,6,3,63,50
775,2025-11-01,7,3,80,33
776,2025-11-01,8,3,133,50
777,2025-11-01,9,3,84,52
778,2025-11-01,10,3,124,31
779,2025-11-01,11,3,56,52
780,2025-11-01,12,3,154,53
781,2025-11-01,13,3,50,35
782,2025-11-01,14,3,138,20
783,2025-11-01,15,3,134,20
784,2025-11-01,16,3,68,43
785,2025-11-01,17,3,133,57
786,2025-11-01,18,3,155,47
787,2025-11-01,19,3,21,24
788,2025-11-01,20,3,142,29
789,2025-11-01,21,3,142,34
790,2025-11-01,22,3,43,34
791,2025-11-01,23,3,117,22
792,2025-11-01,24,3,86,47
793,2025-12-01,1,1,61,30
794,2025-12-01,2,1,127,46
795,2025-12-01,3,1,62,46
796,2025-12-01,4,1,44,60
797,2025-12-01,5,1,134,38
798,2025-12-01,6,1,156,50
799,2025-12-01,7,1,152,33
800,2025-12-01,8,1,83,50
801,2025-12-01,9,1,65,52
802,2025-12-01,10,1,118,31
803,2025-12-01,11,1,66,52
804,2025-12-01,12,1,90,53
805,2025-12-01,13,1,117,35
806,2025-12-01,14,1,47,20
807,2025-12-01,15,1,85,20
808,2025-12-01,16,1,69,43
809,2025-12-01,17,1,74,57
810,2025-12-01,18,1,110,47
811,2025-12-01,19,1,31,24
812,2025-12-01,20,1,56,29
813,2025-12-01,21,1,38,34
814,2025-12-01,22,1,121,34
815,2025-12-01,23,1,137,22
816,2025-12-01,24,1,89,47
817,2025-12-01,1,2,147,30
818,2025-12-01,2,2,129,46
819,2025-12-01,3,2,112,46
